substation id,substation name,status,owner,kv_12_to_32,kv_33_to_92,kv_110_to_161,kv_220_to_287,kv_345_to_500,kv_500_dc,highest_kv,postal city,county,zip code,state
SS2777,12Th St.,Operational,Other,0,YES,0,0,0,0,33kV to 92kV,Modesto,Stanislaus,95354,CA
SS1345,14Th & 52Nd,Operational,SMUD,0,YES,0,0,0,0,33kV to 92kV,Sacramento,Sacramento,95820,CA
SS1346,24Th & Gardendale,Operational,SMUD,0,YES,0,0,0,0,33kV to 92kV,Sacramento,Sacramento,95822,CA
SS1347,34Th & E,Operational,SMUD,0,YES,0,0,0,0,33kV to 92kV,North Highlands,Sacramento,95660,CA
SS1348,43Rd & S. Land,Operational,SMUD,0,YES,0,0,0,0,33kV to 92kV,Sacramento,Sacramento,95822,CA
SS2744,48Th-Martin Luther King,Operational,SMUD,0,YES,YES,0,0,0,110kV to 161kV,Sacramento,Sacramento,95823,CA
SS1350,88Th-Fruitridge,Operational,SMUD,0,YES,0,0,0,0,33kV to 92kV,Sacramento,Sacramento,95828,CA
SS2778,8Th St.,Operational,Other,0,YES,0,0,0,0,33kV to 92kV,Modesto,Stanislaus,95354,CA
SS2636,A W Hoch,Operational,IID,0,YES,0,0,0,0,33kV to 92kV,Calipatria,Imperial,92233,CA
SS0055,A.P.T. Oro,Operational,PG&E,0,YES,0,0,0,0,33kV to 92kV,Oroville,Butte,95965,CA
SS3609,Acacia,Operational,Other,0,YES,0,0,0,0,33kV to 92kV,Glendale,Los Angeles,91201,CA
SS3067,Acton,Operational,SCE,0,0,YES,0,0,0,110kV to 161kV,Acton,Los Angeles,93510,CA
SS2327,Adelanto,Operational,LADWP,0,0,0,0,YES,0,345kV to 500kV,Adelanto,San Bernardino,92301,CA
SS1055,Adin,Operational,Other,0,YES,0,0,0,0,33kV to 92kV,Lookout,Modoc,96054,CA
SS3607,Adobe,Operational,PG&E,0,0,YES,0,0,0,110kV to 161kV,Bakersfield,Kern,93307,CA
SS1896,Advanced Micro Devices,Operational,Other,0,0,YES,0,0,0,110kV to 161kV,Sunnyvale,Santa Clara,94085,CA
SS2770,Aec 2,Operational,Other,0,0,YES,0,0,0,110kV to 161kV,Tracy,San Joaquin,95377,CA
SS1756,Aec 300,Operational,Other,0,0,YES,0,0,0,110kV to 161kV,Tracy,San Joaquin,95377,CA
SS0696,Aerojet,Operational,SCE,0,YES,0,0,0,0,33kV to 92kV,Azusa,Los Angeles,91702,CA
SS3592,Afg,Operational,SCE,YES,0,YES,0,0,0,110kV to 161kV,Victorville,San Bernardino,92395,CA
SS2013,Ager,Operational,PCORP,0,YES,YES,0,0,0,110kV to 161kV,Hornbrook,Siskiyou,96044,CA
SS3553,Agnew,Operational,Other,0,YES,0,0,0,0,33kV to 92kV,Santa Clara,Santa Clara,95054,CA
SS0216,Agrico,Operational,Other,0,YES,0,0,0,0,33kV to 92kV,Kerman,Fresno,93630,CA
SS2922,Agrilink Foods,Operational,Other,0,YES,0,0,0,0,33kV to 92kV,Watsonville,Santa Cruz,95076,CA
SS2834,Agua Mansa,Operational,SCE,0,YES,0,0,0,0,33kV to 92kV,Colton,San Bernardino,92324,CA
SS2708,Aidlin Geothermal,Operational,PG&E,0,0,YES,0,0,0,110kV to 161kV,Cloverdale,Sonoma,95425,CA
SS3416,Air Liquide,Operational,Other,0,0,YES,0,0,0,110kV to 161kV,Union City,Alameda,94587,CA
SS0279,Air Products,Operational,Other,0,0,YES,0,0,0,110kV to 161kV,Fresno,Fresno,93725,CA
SS0948,Air Products,Operational,SCE,0,YES,0,0,0,0,33kV to 92kV,Long Beach,Los Angeles,90810,CA
SS2749,Air Products 1,Operational,SMUD,0,YES,0,0,0,0,33kV to 92kV,Galt,Sacramento,95632,CA
SS2740,Air Products 2,Operational,SMUD,0,YES,0,0,0,0,33kV to 92kV,Sacramento,Sacramento,95826,CA
SS3141,Air Way (Glendale),Operational,LADWP,0,YES,0,YES,0,0,220kV to 287kV,Glendale,Los Angeles,91201,CA
SS0698,Airchem,Operational,SCE,0,YES,0,YES,0,0,220kV to 287kV,Manhattan Beach,Los Angeles,90266,CA
SS1353,Airco,Operational,SMUD,0,YES,0,0,0,0,33kV to 92kV,Sacramento,Sacramento,95828,CA
SS2681,Airport,Operational,WAPA,0,0,YES,YES,0,0,220kV to 287kV,Redding,Shasta,96002,CA
SS2680,Airport Rd. 1,Operational,Other,0,YES,YES,0,0,0,110kV to 161kV,Redding,Shasta,96002,CA
SS0659,Airway,Operational,Other,0,YES,0,YES,0,0,220kV to 287kV,Glendale,Los Angeles,91201,CA
SS3266,Airways,Operational,PG&E,0,0,YES,0,0,0,110kV to 161kV,Fresno,Fresno,93727,CA
SS3593,Alamitos,Operational,SCE,YES,YES,0,0,0,0,33kV to 92kV,Long Beach,Los Angeles,90803,CA
SS0558,Alamo,Operational,SCE,0,YES,0,0,0,0,33kV to 92kV,Lancaster,Los Angeles,93536,CA
SS0346,Alamorio,Operational,IID,0,YES,0,0,0,0,33kV to 92kV,Brawley,Imperial,92227,CA
SS3616,Alamorio,Operational,IID,0,YES,0,0,0,0,33kV to 92kV,Brawely,Imperial,92227,CA
SS2735,Alamos,Operational,SMUD,0,YES,0,0,0,0,33kV to 92kV,Sacramento,Sacramento,95815,CA
SS1558,Alder,Operational,SCE,0,YES,0,0,0,0,33kV to 92kV,Rialto,San Bernardino,92376,CA
SS1334,Alder Creek,Operational,SMUD,0,YES,0,0,0,0,33kV to 92kV,Rancho Cordova,Sacramento,95742,CA
SS3501,Alder Creek-Bradshaw,Operational,SMUD,YES,0,0,0,0,0,12kV to 32kV,Sacramento,Sacramento,95829,CA
SS1288,Alessandro,Operational,SCE,0,YES,YES,0,0,0,110kV to 161kV,Moreno Valley,Riverside,92551,CA
SS0116,Alhambra,Operational,PG&E,0,0,YES,0,0,0,110kV to 161kV,Martinez,Contra Costa,94553,CA
SS0701,Alhambra,Operational,SCE,0,YES,0,0,0,0,33kV to 92kV,Alhambra,Los Angeles,91801,CA
SS3617,Alhambra,Operational,IID,0,0,YES,0,0,0,110kV to 161kV,Calipatria,Imperial,92223,CA
SS2009,Alleghany,Operational,PG&E,0,YES,0,0,0,0,33kV to 92kV,Alleghany,Sierra,95910,CA
SS1915,Almaden,Operational,PG&E,0,YES,0,0,0,0,33kV to 92kV,San Jose,Santa Clara,95118,CA
SS1355,Almond-Elm,Operational,SMUD,0,YES,0,0,0,0,33kV to 92kV,Orangevale,Sacramento,95662,CA
SS0702,Alon,Operational,SCE,0,YES,0,0,0,0,33kV to 92kV,Carson,Los Angeles,90745,CA
SS2193,Alpaugh,Operational,PG&E,0,0,YES,0,0,0,110kV to 161kV,Corcoran,Tulare,93212,CA
SS1646,Alpine,Operational,SDG&E,0,YES,0,0,0,0,33kV to 92kV,Alpine,San Diego,91901,CA
SS0007,Altamont,Operational,PG&E,0,YES,0,0,0,0,33kV to 92kV,Livermore,Alameda,94551,CA
SS0991,Alto,Operational,PG&E,0,YES,YES,0,0,0,110kV to 161kV,Mill Valley,Marin,94941,CA
SS1062,Alturas,Operational,PCORP,0,0,YES,0,0,0,110kV to 161kV,Alturas,Modoc,96101,CA
SS2847,Altwind,Operational,SCE,0,YES,YES,0,0,0,110kV to 161kV,Desert Hot Springs,Riverside,92240,CA
SS2400,Alumax,Operational,Other,0,YES,0,0,0,0,33kV to 92kV,Riverside,Riverside,92507,CA
SS0703,Amador,Operational,SCE,0,YES,0,0,0,0,33kV to 92kV,El Monte,Los Angeles,91731,CA
SS1356,Amador-Power Inn,Operational,SMUD,0,0,YES,0,0,0,110kV to 161kV,Sacramento,Sacramento,95826,CA
SS3122,Amalia,Operational,SCE,0,YES,0,0,0,0,33kV to 92kV,Los Angeles,Los Angeles,90022,CA
SS3363,Amargo,Operational,SCE,0,YES,0,0,0,0,33kV to 92kV,Boron,Kern,93516,CA
SS0704,Amco,Operational,SCE,0,YES,0,0,0,0,33kV to 92kV,Torrance,Los Angeles,90504,CA
SS2416,Amedee,Operational,Other,0,YES,0,0,0,0,33kV to 92kV,Herlong,Lassen,96113,CA
SS3524,American River Parkway,Operational,SMUD,0,YES,0,0,0,0,33kV to 92kV,Sacramento,Sacramento,95825,CA
SS1357,American River-Aggregate,Operational,SMUD,0,YES,0,0,0,0,33kV to 92kV,Rancho Cordova,Sacramento,95742,CA
SS2049,Amerigas,Operational,PG&E,0,0,0,YES,0,0,220kV to 287kV,Vacaville,Solano,95688,CA
SS1559,Ameron,Operational,SCE,0,YES,0,0,0,0,33kV to 92kV,Rancho Cucamonga,San Bernardino,91739,CA
SS1916,Ames,Operational,PG&E,0,0,YES,0,0,0,110kV to 161kV,Mountain View,Santa Clara,94035,CA
SS3408,Ames Distribution,Operational,PG&E,0,0,YES,0,0,0,110kV to 161kV,Mountain View,Santa Clara,94035,CA
SS0043,Amfor,Operational,PG&E,0,YES,0,0,0,0,33kV to 92kV,Sutter Creek,Amador,95685,CA
SS1135,Ammonia,Operational,SCE,0,YES,0,0,0,0,33kV to 92kV,Brea,Orange,92823,CA
SS2860,Anaheim,Operational,Other,0,YES,0,0,0,0,33kV to 92kV,Anaheim,Orange,92805,CA
SS3502,Anatolia,Operational,SMUD,0,YES,0,0,0,0,33kV to 92kV,Sacramento,Sacramento,95742,CA
SS0705,Anaverde,Operational,SCE,0,YES,0,0,0,0,33kV to 92kV,Palmdale,Los Angeles,93551,CA
SS1976,Anderson,Operational,PG&E,0,YES,0,0,0,0,33kV to 92kV,Anderson,Shasta,96007,CA
SS2461,Angels,Operational,PG&E,0,0,YES,0,0,0,110kV to 161kV,Angels Camp,Calaveras,95222,CA
SS0610,Angiola,Operational,PG&E,0,YES,0,0,0,0,33kV to 92kV,Kettleman City,Kings,93239,CA
SS0063,Anita,Operational,Other,0,YES,0,0,0,0,33kV to 92kV,Chico,Butte,95973,CA
SS0706,Anita,Operational,SCE,0,YES,0,0,0,0,33kV to 92kV,Arcadia,Los Angeles,91007,CA
SS2072,Annapolis,Operational,PG&E,0,YES,0,0,0,0,33kV to 92kV,Annapolis,Sonoma,95412,CA
SS0470,Antelope,Operational,PG&E,0,YES,0,0,0,0,33kV to 92kV,Lost Hills,Kern,93249,CA
SS0707,Antelope,Operational,SCE,0,YES,0,YES,YES,0,345kV to 500kV,Lancaster,Los Angeles,93536,CA
SS0138,Antioch,Operational,PG&E,0,YES,0,0,0,0,33kV to 92kV,Antioch,Contra Costa,94509,CA
SS1977,Antler,Operational,PG&E,0,YES,0,0,0,0,33kV to 92kV,Lakehead,Shasta,96051,CA
SS0347,Anza,Operational,IID,0,YES,0,0,0,0,33kV to 92kV,Thermal,Imperial,92274,CA
SS1136,Apollo,Operational,SCE,0,YES,0,0,0,0,33kV to 92kV,Huntington Beach,Orange,92647,CA
SS0708,Appgen,Operational,SCE,0,YES,0,0,0,0,33kV to 92kV,Newhall,Los Angeles,91321,CA
SS0183,Apple Hill,Operational,PG&E,0,0,YES,0,0,0,110kV to 161kV,Camino,El Dorado,95709,CA
SS3523,Apple Inc,Operational,SMUD,0,YES,0,0,0,0,33kV to 92kV,Sacramento,Sacramento,95758,CA
SS1560,Apple Valley,Operational,SCE,0,0,YES,0,0,0,110kV to 161kV,Apple Valley,San Bernardino,92308,CA
SS3409,Applied Materials,Operational,Other,0,YES,0,0,0,0,33kV to 92kV,Sunnyvale,Santa Clara,94085,CA
SS1561,Aqueduct,Operational,SCE,0,YES,YES,0,0,0,110kV to 161kV,Hesperia,San Bernardino,92344,CA
SS3250,Arana,Operational,PG&E,0,YES,0,0,0,0,33kV to 92kV,Santa Cruz,Santa Cruz,95062,CA
SS0396,Araz,Operational,IID,0,0,YES,0,0,0,110kV to 161kV,Winterhaven,Imperial,92283,CA
SS3618,Araz,Operational,IID,0,YES,0,0,0,0,33kV to 92kV,Winterhaven,Imperial,92283,CA
SS3065,Arbors,Operational,Other,0,YES,0,0,0,0,33kV to 92kV,Rancho Cucamonga,San Bernardino,91739,CA
SS0104,Arbuckle,Operational,PG&E,0,YES,0,0,0,0,33kV to 92kV,Arbuckle,Colusa,95912,CA
SS1025,Arburua,Operational,Other,0,YES,0,0,0,0,33kV to 92kV,Los Banos,Merced,93635,CA
SS2948,Arbwind,Operational,SCE,0,0,0,YES,0,0,220kV to 287kV,Tehachapi,Kern,93561,CA
SS1358,Arcade-Rio Linda,Operational,SMUD,0,YES,0,0,0,0,33kV to 92kV,Sacramento,Sacramento,95815,CA
SS0709,Arcadia,Operational,SCE,0,YES,0,0,0,0,33kV to 92kV,Arcadia,Los Angeles,91006,CA
SS0317,Arcata,Operational,PG&E,0,0,YES,0,0,0,110kV to 161kV,Arcata,Humboldt,95521,CA
SS1562,Archibald,Operational,SCE,0,YES,0,0,0,0,33kV to 92kV,Ontario,San Bernardino,91761,CA
SS1563,Archline,Operational,SCE,0,YES,0,0,0,0,33kV to 92kV,Rancho Cucamonga,San Bernardino,91730,CA
SS0471,Arco,Operational,PG&E,0,YES,0,YES,0,0,220kV to 287kV,Lost Hills,Kern,93249,CA
SS3400,Arco,Operational,SCE,0,YES,0,0,0,0,33kV to 92kV,Long Beach,Los Angeles,90813,CA
SS3276,Arco Western Energy,Operational,Other,0,0,YES,0,0,0,110kV to 161kV,Tupman,Kern,93276,CA
SS0710,Arcogen,Operational,SCE,0,YES,0,YES,0,0,220kV to 287kV,Carson,Los Angeles,90745,CA
SS3503,Arden,Operational,SMUD,0,YES,0,0,0,0,33kV to 92kV,Sacramento,Sacramento,95864,CA
SS2738,Arden Pumping Sta.,Operational,SMUD,0,YES,0,0,0,0,33kV to 92kV,Sacramento,Sacramento,95816,CA
SS1360,Arden-Point West,Operational,SMUD,0,YES,0,0,0,0,33kV to 92kV,Sacramento,Sacramento,95815,CA
SS1361,Arden-Watt,Operational,SMUD,0,YES,0,0,0,0,33kV to 92kV,Sacramento,Sacramento,95864,CA
SS3510,Arena,Operational,SMUD,0,YES,0,0,0,0,33kV to 92kV,Sacramento,Sacramento,95834,CA
SS3169,Arkansas,Operational,IID,0,0,YES,0,0,0,110kV to 161kV,Calipatria,Imperial,92223,CA
SS3201,Arlington,Operational,PG&E,0,YES,0,0,0,0,33kV to 92kV,Berkeley,Alameda,94707,CA
SS0611,Armstrong,Operational,Other,0,YES,0,0,0,0,33kV to 92kV,Hanford,Kings,93230,CA
SS3014,Armstrong Ss,Operational,Other,0,YES,0,0,0,0,33kV to 92kV,Hanford,Kings,93230,CA
SS1362,Army Depot,Operational,SMUD,0,YES,0,0,0,0,33kV to 92kV,Sacramento,Sacramento,95828,CA
SS1564,Arro,Operational,SCE,0,YES,0,0,0,0,33kV to 92kV,San Bernardino,San Bernardino,92405,CA
SS1565,Arrowhead,Operational,SCE,0,YES,YES,0,0,0,110kV to 161kV,Lake Arrowhead,San Bernardino,92352,CA
SS0711,Arroyo,Operational,SCE,0,YES,0,0,0,0,33kV to 92kV,La Canada Flintridge,Los Angeles,91011,CA
SS0728,Artesia,Operational,SCE,0,YES,0,0,0,0,33kV to 92kV,Artesia,Los Angeles,90701,CA
SS3089,Artesian,Operational,SDG&E,0,YES,0,0,0,0,33kV to 92kV,San Diego,San Diego,92127,CA
SS0472,Arvin,Operational,PG&E,0,YES,0,0,0,0,33kV to 92kV,Arvin,Kern,93203,CA
SS0473,Arvin-Edison,Operational,Other,0,0,YES,0,0,0,110kV to 161kV,Bakersfield,Kern,93307,CA
SS1647,Ash,Operational,SDG&E,0,YES,0,0,0,0,33kV to 92kV,Escondido,San Diego,92027,CA
SS2554,Ashlan Ave.,Operational,PG&E,0,0,0,YES,0,0,220kV to 287kV,Fresno,Fresno,93705,CA
SS1363,Ashton-American River Dr.,Operational,SMUD,0,YES,0,0,0,0,33kV to 92kV,Sacramento,Sacramento,95864,CA
SS0712,Astro,Operational,SCE,0,YES,0,0,0,0,33kV to 92kV,Long Beach,Los Angeles,90807,CA
SS1815,Atascadero,Operational,PG&E,0,YES,0,0,0,0,33kV to 92kV,Atascadero,San Luis Obispo,93422,CA
SS3095,Aten,Operational,IID,0,YES,0,0,0,0,33kV to 92kV,El Centro,Imperial,92243,CA
SS3133,Athens,Operational,SCE,0,YES,0,0,0,0,33kV to 92kV,Compton,Los Angeles,90222,CA
SS1226,Atlantic,Operational,PG&E,0,YES,0,YES,0,0,220kV to 287kV,Roseville,Placer,95678,CA
SS1031,Atwater,Operational,PG&E,0,0,YES,0,0,0,110kV to 161kV,Atwater,Merced,95301,CA
SS1137,Atwood,Operational,SCE,0,YES,0,0,0,0,33kV to 92kV,Placentia,Orange,92870,CA
SS2546,Auberry,Operational,PG&E,0,YES,0,0,0,0,33kV to 92kV,Auberry,Fresno,93602,CA
SS1227,Auburn,Operational,PG&E,0,YES,0,0,0,0,33kV to 92kV,Auburn,Placer,95603,CA
SS1364,Auburn Van Muren,Operational,SMUD,0,YES,0,0,0,0,33kV to 92kV,Citrus Heights,Sacramento,95621,CA
SS2730,Auburn Watt,Operational,SMUD,0,0,0,YES,0,0,220kV to 287kV,Sacramento,Sacramento,95821,CA
SS2386,August,Operational,Other,0,0,YES,0,0,0,110kV to 161kV,Hilmar,Merced,95324,CA
SS1289,Auld,Operational,SCE,0,YES,YES,0,0,0,110kV to 161kV,Murrieta,Riverside,92563,CA
SS3451,Aurora,Operational,PG&E,0,YES,0,0,0,0,33kV to 92kV,Stockton,San Joaquin,95202,CA
SS2863,Ave. 42,Operational,IID,0,YES,0,0,0,0,33kV to 92kV,Indio,Riverside,92203,CA
SS2869,Ave. 48,Operational,IID,0,YES,0,0,0,0,33kV to 92kV,La Quinta,Riverside,92253,CA
SS2867,Ave. 52,Operational,IID,0,YES,0,0,0,0,33kV to 92kV,Coachella,Riverside,92236,CA
SS2870,Ave. 58,Operational,IID,0,YES,YES,0,0,0,110kV to 161kV,La Quinta,Riverside,92253,CA
SS1764,Avena,Operational,PG&E,0,0,YES,0,0,0,110kV to 161kV,Escalon,San Joaquin,95320,CA
SS0612,Avenal,Operational,Other,0,YES,0,0,0,0,33kV to 92kV,Avenal,Kings,93204,CA
SS3598,Aventura P.T.,Operational,SCE,YES,YES,0,0,0,0,33kV to 92kV,Desert Hot Springs,Riverside,92240,CA
SS3077,Avenue 48,Operational,IID,0,YES,0,0,0,0,33kV to 92kV,Indio,Riverside,92201,CA
SS1648,Avocado,Operational,SDG&E,0,YES,0,0,0,0,33kV to 92kV,Fallbrook,San Diego,92028,CA
SS0714,Azusa,Operational,SCE,0,YES,0,0,0,0,33kV to 92kV,Azusa,Los Angeles,91702,CA
SS2734,Azusa -Thelma,Operational,SMUD,0,YES,0,0,0,0,33kV to 92kV,Sacramento,Sacramento,95833,CA
SS0533,Badger Creek Cogen,Operational,PG&E,0,0,YES,0,0,0,110kV to 161kV,Bakersfield,Kern,93308,CA
SS3018,Badger Hill Pumps,Operational,PG&E,0,YES,0,0,0,0,33kV to 92kV,Avenal,Kings,93204,CA
SS3099,Badillo,Operational,SCE,0,YES,0,0,0,0,33kV to 92kV,West Covina,Los Angeles,91790,CA
SS2057,Bahia,Operational,PG&E,0,0,0,YES,0,0,220kV to 287kV,Benicia,Solano,94510,CA
SS0715,Bailey,Operational,SCE,0,YES,0,YES,0,0,220kV to 287kV,Lancaster,Los Angeles,93536,CA
SS1290,Bain,Operational,SCE,0,YES,0,0,0,0,33kV to 92kV,Riverside,Riverside,92509,CA
SS1838,Bair,Operational,PG&E,0,0,YES,0,0,0,110kV to 161kV,Redwood City,San Mateo,94063,CA
SS1566,Baker,Operational,SCE,0,YES,YES,0,0,0,110kV to 161kV,Baker,San Bernardino,92309,CA
SS0474,Bakersfield,Operational,PG&E,0,YES,0,YES,0,0,220kV to 287kV,Bakersfield,Kern,93301,CA
SS2523,Balch 1,Operational,PG&E,0,0,YES,0,0,0,110kV to 161kV,Shaver Lake,Fresno,93664,CA
SS2528,Balch 2,Operational,PG&E,0,0,YES,YES,0,0,220kV to 287kV,Shaver Lake,Fresno,93664,CA
SS0131,Balfour,Operational,PG&E,0,YES,0,0,0,0,33kV to 92kV,Brentwood,Contra Costa,94513,CA
SS3224,Bancroft,Operational,PG&E,0,YES,0,0,0,0,33kV to 92kV,Oakland,Alameda,94603,CA
SS0717,Bandini,Operational,SCE,0,YES,0,0,0,0,33kV to 92kV,Bell,Los Angeles,90201,CA
SS0064,Bangor,Operational,PG&E,0,YES,0,0,0,0,33kV to 92kV,Bangor,Butte,95914,CA
SS2561,Bank C,Operational,LADWP,0,0,0,YES,0,0,220kV to 287kV,Lone Pine,Inyo,93545,CA
SS3455,Bank Of America,Operational,Other,0,0,YES,0,0,0,110kV to 161kV,San Francisco,San Francisco,94104,CA
SS1291,Banning,Operational,SCE,0,YES,YES,0,0,0,110kV to 161kV,Banning,Riverside,92220,CA
SS3603,Bannister,Operational,IID,0,0,0,YES,0,0,220kV to 287kV,Niland,Imperia:,92257,CA
SS1765,Banta,Operational,PG&E,0,0,YES,0,0,0,110kV to 161kV,Tracy,San Joaquin,95304,CA
SS1758,Banta Carbona,Operational,Other,0,YES,0,0,0,0,33kV to 92kV,Tracy,San Joaquin,95304,CA
SS2856,Banwind,Operational,SCE,0,0,YES,0,0,0,110kV to 161kV,White Water,Riverside,92282,CA
SS0348,Bard,Operational,IID,0,YES,0,0,0,0,33kV to 92kV,Winterhaven,Imperial,92283,CA
SS2915,Barker Slough Pumping Sta.,Operational,PG&E,0,0,YES,0,0,0,110kV to 161kV,Rio Vista,Solano,94571,CA
SS1138,Barre,Operational,SCE,0,YES,0,YES,0,0,220kV to 287kV,Stanton,Orange,90680,CA
SS2945,Barren Ridge,Operational,LADWP,0,0,0,YES,0,0,220kV to 287kV,Cantil,Kern,93519,CA
SS0349,Barret,Operational,IID,0,YES,0,0,0,0,33kV to 92kV,Winterhaven,Imperial,92283,CA
SS3088,Barrett,Operational,SDG&E,0,YES,0,0,0,0,33kV to 92kV,Jamul,San Diego,91935,CA
SS3410,Barrett,Operational,PG&E,0,YES,0,0,0,0,33kV to 92kV,Richmond,Contra Costa,94804,CA
SS1649,Barrett Lake,Operational,SDG&E,0,YES,0,0,0,0,33kV to 92kV,Jamul,San Diego,91935,CA
SS2158,Barry,Operational,PG&E,0,YES,0,0,0,0,33kV to 92kV,Yuba City,Sutter,95993,CA
SS3058,Barstow,Operational,SCE,0,YES,0,0,0,0,33kV to 92kV,Barstow,San Bernardino,92311,CA
SS3456,Bart,Operational,Other,0,0,YES,0,0,0,110kV to 161kV,San Francisco,San Francisco,94110,CA
SS3110,Bartolo,Operational,SCE,0,YES,0,0,0,0,33kV to 92kV,Pico Rivera,Los Angeles,90660,CA
SS0217,Barton,Operational,PG&E,0,0,YES,0,0,0,110kV to 161kV,Fresno,Fresno,93727,CA
SS1116,Basalt,Operational,PG&E,0,YES,0,0,0,0,33kV to 92kV,Napa,Napa,94558,CA
SS2974,Baseline,Operational,SMUD,0,YES,0,0,0,0,33kV to 92kV,Roseville,Placer,95747,CA
SS1078,Basic Vegetable,Operational,Other,0,YES,0,0,0,0,33kV to 92kV,King City,Monterey,93930,CA
SS0699,Bassett,Operational,SCE,0,YES,0,0,0,0,33kV to 92kV,La Puente,Los Angeles,91744,CA
SS3302,Basta,Operational,SCE,0,YES,0,0,0,0,33kV to 92kV,Fullerton,Orange,92833,CA
SS2058,Batavia,Operational,PG&E,0,YES,0,0,0,0,33kV to 92kV,Dixon,Solano,95620,CA
SS1650,Batiquitos,Operational,SDG&E,0,0,0,YES,0,0,220kV to 287kV,Carlsbad,San Diego,92009,CA
SS1366,Battlewood-Thistlewood,Operational,SMUD,0,YES,0,0,0,0,33kV to 92kV,Carmichael,Sacramento,95608,CA
SS1839,Bay Meadows,Operational,PG&E,0,YES,YES,0,0,0,110kV to 161kV,San Mateo,San Mateo,94403,CA
SS3411,Bay Point,Operational,PG&E,0,YES,0,0,0,0,33kV to 92kV,Concord,Contra Costa,94520,CA
SS2774,Bayshore  (Sf W),Operational,PG&E,0,0,YES,0,0,0,110kV to 161kV,San Francisco,San Francisco,94124,CA
SS1139,Bayside,Operational,SCE,0,YES,0,0,0,0,33kV to 92kV,Costa Mesa,Orange,92627,CA
SS1816,Baywood,Operational,PG&E,0,YES,0,0,0,0,33kV to 92kV,Morro Bay,San Luis Obispo,93442,CA
SS2885,Beale Afb 1,Operational,Other,0,YES,0,0,0,0,33kV to 92kV,Beale Afb,Yuba,95903,CA
SS2884,Beale Afb 2,Operational,Other,0,YES,0,0,0,0,33kV to 92kV,Marysville,Yuba,95901,CA
SS2450,Bear Canyon,Operational,PG&E,0,0,0,YES,0,0,220kV to 287kV,Middletown,Lake,95461,CA
SS3574,Bear City,Operational,Other,YES,0,0,0,0,0,12kV to 32kV,Big Bear City,San Bernardino,92314,CA
SS3575,Bear Mt.,Operational,Other,YES,0,0,0,0,0,12kV to 32kV,Big Bear City,San Bernardino,92314,CA
SS2591,Bear Mt. Limited,Operational,Other,0,0,YES,0,0,0,110kV to 161kV,Bakersfield,Kern,93306,CA
SS1004,Bear Valley,Operational,PG&E,0,YES,0,0,0,0,33kV to 92kV,Mariposa,Mariposa,95338,CA
SS2890,Beardsley,Operational,PG&E,0,0,YES,0,0,0,110kV to 161kV,Long Barn,Tuolumne,95335,CA
SS3318,Beaumont,Operational,SCE,0,YES,0,0,0,0,33kV to 92kV,Beaumont,Riverside,92223,CA
SS1251,Beckworth,Operational,Other,0,YES,0,0,0,0,33kV to 92kV,Portola,Plumas,96122,CA
SS1367,Beech-Greenback,Operational,SMUD,0,YES,0,0,0,0,33kV to 92kV,Orangevale,Sacramento,95662,CA
SS0719,Beejay,Operational,SCE,0,YES,0,0,0,0,33kV to 92kV,Los Angeles,Los Angeles,90058,CA
SS3610,Bel Aire,Operational,Other,0,YES,0,0,0,0,33kV to 92kV,Glendale,Los Angeles,91201,CA
SS2688,Belden,Operational,PG&E,0,0,YES,YES,0,0,220kV to 287kV,Belden,Plumas,95915,CA
SS3325,Belding,Operational,SCE,0,YES,0,0,0,0,33kV to 92kV,Palm Springs,Riverside,92262,CA
SS1228,Bell,Operational,PG&E,0,0,YES,0,0,0,110kV to 161kV,Auburn,Placer,95602,CA
SS1368,Bell Cottage,Operational,SMUD,0,YES,0,0,0,0,33kV to 92kV,Sacramento,Sacramento,95825,CA
SS1840,Belle Haven,Operational,PG&E,0,YES,0,0,0,0,33kV to 92kV,Menlo Park,San Mateo,94025,CA
SS2073,Bellevue,Operational,PG&E,0,0,YES,0,0,0,110kV to 161kV,Santa Rosa,Sonoma,95407,CA
SS1766,Bellota,Operational,PG&E,0,YES,YES,YES,0,0,220kV to 287kV,Linden,San Joaquin,95236,CA
SS1369,Bell-Winters,Operational,SMUD,0,YES,0,0,0,0,33kV to 92kV,Sacramento,Sacramento,95838,CA
SS0169,Belmont,Operational,PCORP,0,YES,0,0,0,0,33kV to 92kV,Crescent City,Del Norte,95531,CA
SS0713,Belmont,Operational,SCE,0,YES,0,0,0,0,33kV to 92kV,Long Beach,Los Angeles,90804,CA
SS1841,Belmont,Operational,PG&E,0,0,YES,0,0,0,110kV to 161kV,Belmont,San Mateo,94002,CA
SS3026,Belridge 1A,Operational,PG&E,0,0,YES,0,0,0,110kV to 161kV,Mc Kittrick,Kern,93251,CA
SS3027,Belridge 1B,Operational,PG&E,0,0,YES,0,0,0,110kV to 161kV,Mc Kittrick,Kern,93251,CA
SS2672,Beltline,Operational,Other,0,0,YES,0,0,0,110kV to 161kV,Redding,Shasta,96003,CA
SS3120,Belvedere,Operational,SCE,0,YES,0,0,0,0,33kV to 92kV,Los Angeles,Los Angeles,90063,CA
SS1978,Benton,Operational,PG&E,0,YES,YES,0,0,0,110kV to 161kV,Redding,Shasta,96001,CA
SS1842,Beresford,Operational,PG&E,0,YES,0,0,0,0,33kV to 92kV,San Mateo,San Mateo,94402,CA
