,substation,division,town,trans_feeders,subtrans_feeders,dist_feeders,banks,rated voltage,rated mva,circuits,customers served,age,v1,v2,v3,mva1,mva2,mva3,mva4,mva5,v1_bigger,total_rated_MW,sum_feeders,_merge
620,S. PHILADELPHIA,Central,Philadelphia,0.0,3.0,1.0,1.0,23/4.8,0.5,0.0,607.0,1955-01-01,23.0,4.8,0.0,0.5,0.0,0.0,0.0,0.0,True,,,left_only
621,SALISBURY ES,Central,Manheim,2.0,0.0,4.0,1.0,115/13.8,5/5.6,6.0,5212.0,1979-05-09,115.0,13.8,0.0,5.0,5.6,0.0,0.0,0.0,True,,,left_only
622,SALISBURY ES,Central,Manheim,2.0,0.0,4.0,1.0,115/13.8,7.5/9.375,0.0,5212.0,1979-05-09,115.0,13.8,0.0,7.5,9.375,0.0,0.0,0.0,True,,,left_only
623,SAND CREEK ROAD,East,Colonie,2.0,0.0,3.0,1.0,115/13.8,15,5.0,2311.0,1992-01-01,115.0,13.8,0.0,15.0,0.0,0.0,0.0,0.0,True,,,left_only
624,SAND ROAD,,,,,,,,,,,,,,,,,,,,,1.1204128000000002,2.0,right_only
625,SAND ROAD #2,,,,,,,,,,,,,,,,,,,,,1.0692000000000002,1.0,right_only
626,SAND ROAD & SAND ROAD#2,Central,Salina,0.0,2.0,4.0,1.0,34.5/4.16,3.75/4.69,6.0,603.0,1953-01-01,34.5,4.16,0.0,3.75,4.69,0.0,0.0,0.0,True,,,left_only
627,SANDY CREEK 66,Central,Sandy Creek,0.0,1.0,2.0,1.0,34.5/13.8,5/6.25,3.0,3891.0,1969-01-01,34.5,13.8,0.0,5.0,6.25,0.0,0.0,0.0,True,,,left_only
628,SARATOGA,East,Saratoga Springs,0.0,2.0,4.0,1.0,34.5/13.8,7.5/9.375/10.5,6.0,3037.0,1937-07-14,34.5,13.8,0.0,7.5,9.375,10.5,0.0,0.0,True,,,left_only
629,SARATOGA,East,Saratoga Springs,0.0,2.0,4.0,1.0,34.5/4.16,5/6.3,0.0,3037.0,1937-07-14,34.5,4.16,0.0,5.0,6.3,0.0,0.0,0.0,True,,,left_only
630,SARATOGA,East,Saratoga Springs,0.0,2.0,4.0,3.0,230/23,60/80/100,0.0,3037.0,1937-07-14,230.0,23.0,0.0,60.0,80.0,100.0,0.0,0.0,True,,,left_only
631,SCHENEVUS,East,Maryland,0.0,1.0,1.0,3.0,23/4.8,0.667,2.0,1156.0,1947-01-01,23.0,4.8,0.0,0.667,0.0,0.0,0.0,0.0,True,,,left_only
632,SCHODACK,East,Schodack,2.0,0.0,3.0,1.0,115/13.8,12/16/20/22.4,5.0,3508.0,2008-01-01,115.0,13.8,0.0,12.0,16.0,20.0,22.4,0.0,True,,,left_only
633,SCHOHARIE,East,Schoharie,2.0,0.0,2.0,1.0,69/13.8,7.5/9.375/10.5,4.0,2766.0,1971-01-02,69.0,13.8,0.0,7.5,9.375,10.5,0.0,0.0,True,,,left_only
634,SCHROON LAKE,East,Schroon,0.0,1.0,1.0,1.0,34.4/13.8,5/5.6/6.25/7,2.0,2600.0,1977-11-01,34.4,13.8,0.0,5.0,5.6,6.25,7.0,0.0,True,,,left_only
635,SCHUYLER,Central,Frankfort,2.0,5.0,4.0,1.0,115/13.8,20/26.7/33.3,11.0,8482.0,1982-06-03,115.0,13.8,0.0,20.0,26.7,33.3,0.0,0.0,True,,,left_only
636,SCHUYLER,Central,Frankfort,2.0,5.0,4.0,2.0,115/46,21/28/35,0.0,8482.0,1982-06-03,115.0,46.0,0.0,21.0,28.0,35.0,0.0,0.0,True,,,left_only
637,SCHUYLERVILLE,East,Saratoga,0.0,2.0,2.0,1.0,34.5/4.8,5/6.3,4.0,1773.0,1992-01-01,34.5,4.8,0.0,5.0,6.3,0.0,0.0,0.0,True,,,left_only
638,SCOFIELD,East,Lake Luzerne,2.0,0.0,2.0,1.0,115/13.8,7.5/9.375,4.0,3729.0,1991-01-01,115.0,13.8,0.0,7.5,9.375,0.0,0.0,0.0,True,,,left_only
639,SCOTIA,East,Glenville,0.0,2.0,6.0,1.0,34.5/4.16,5/5.6,8.0,3368.0,1964-01-01,34.5,4.16,0.0,5.0,5.6,0.0,0.0,0.0,True,,,left_only
640,SCOTIA,East,Glenville,0.0,2.0,6.0,1.0,34.5/4.16,5/6.25,0.0,3368.0,1964-01-01,34.5,4.16,0.0,5.0,6.25,0.0,0.0,0.0,True,,,left_only
641,SELKIRK SUB,East,Bethlehem,0.0,1.0,2.0,1.0,34.4/13.8,7.5/9.375,3.0,4278.0,1969-10-01,34.4,13.8,0.0,7.5,9.375,0.0,0.0,0.0,True,,,left_only
642,SEMINOLE,East,Albany,0.0,1.0,3.0,1.0,34.5/4.16,5/6.3,4.0,3017.0,1965-01-01,34.5,4.16,0.0,5.0,6.3,0.0,0.0,0.0,True,,,left_only
643,SENTINEL HEIGHTS,Central,Onondaga,0.0,1.0,1.0,2.0,34.5/4.16,0.33,2.0,272.0,1960-01-01,34.5,4.16,0.0,0.33,0.0,0.0,0.0,0.0,True,0.17887999999999998,1.0,both
644,SENTINEL HEIGHTS,Central,Onondaga,0.0,1.0,1.0,1.0,34.5/4.16,0.33,0.0,272.0,1960-01-01,34.5,4.16,0.0,0.33,0.0,0.0,0.0,0.0,True,0.17887999999999998,1.0,both
645,SEVENTH AVE,East,Troy,0.0,2.0,4.0,1.0,34.5/4.16,5/6.25,6.0,3026.0,2003-03-31,34.5,4.16,0.0,5.0,6.25,0.0,0.0,0.0,True,0.0832,1.0,both
646,SEVENTH NORTH,Central,Clay,0.0,1.0,3.0,1.0,34.5/4.8,5.6/7,4.0,23.0,1961-01-01,34.5,4.8,0.0,5.6,7.0,0.0,0.0,0.0,True,0.27201600000000004,1.0,both
647,SEWALL'S ISLAND,Central,Watertown,0.0,2.0,0.0,1.0,23/4.8,7.5,2.0,3334.0,2000-01-01,23.0,4.8,0.0,7.5,0.0,0.0,0.0,0.0,True,,,left_only
648,SHARON,East,Sharon,0.0,2.0,2.0,1.0,69/13.8,8.4/10.5,4.0,2859.0,1988-01-01,69.0,13.8,0.0,8.4,10.5,0.0,0.0,0.0,True,,,left_only
649,SHELBY,West,Shelby,2.0,0.0,6.0,1.0,115/13.8,15/20/25,8.0,4916.0,1990-06-20,115.0,13.8,0.0,15.0,20.0,25.0,0.0,0.0,True,13.424268,5.0,both
650,SHELBY,West,Shelby,2.0,0.0,6.0,1.0,115/13.8,15/20/25,0.0,4916.0,1990-06-20,115.0,13.8,0.0,15.0,20.0,25.0,0.0,0.0,True,13.424268,5.0,both
651,SHEPPARD STATION,West,Pavilion,0.0,3.0,2.0,1.0,34.5/13.8,3.75/5.25,5.0,1399.0,1973-07-01,34.5,13.8,0.0,3.75,5.25,0.0,0.0,0.0,True,3.4540439999999997,2.0,both
652,SHEPPARD STATION,West,Pavilion,0.0,3.0,2.0,1.0,34.5/13.8,5.25,0.0,1399.0,1973-07-01,34.5,13.8,0.0,5.25,0.0,0.0,0.0,0.0,True,3.4540439999999997,2.0,both
653,SHERMAN,Central,Trenton,0.0,1.0,2.0,1.0,46/13.8,10/12.5,3.0,3863.0,1994-01-01,46.0,13.8,0.0,10.0,12.5,0.0,0.0,0.0,True,,,left_only
654,SHORE RD,East,Ballston,0.0,2.0,3.0,1.0,34.4/4.8,5/6.25,5.0,1963.0,1957-01-01,34.4,4.8,0.0,5.0,6.25,0.0,0.0,0.0,True,,,left_only
655,SILVER LAKE,Central,Black Brook,0.0,1.0,1.0,1.0,46/2.4,0.333,2.0,180.0,1991-01-01,46.0,2.4,0.0,0.333,0.0,0.0,0.0,0.0,True,,,left_only
656,SINCLAIRVILLE,West,Gerry,0.0,1.0,1.0,1.0,34.5/4.8,2.5,2.0,1365.0,1963-01-01,34.5,4.8,0.0,2.5,0.0,0.0,0.0,0.0,True,,,left_only
657,SMITH BRIDGE,East,Wilton,2.0,0.0,3.0,1.0,115/13.8,15/20/25,5.0,5367.0,1993-01-01,115.0,13.8,0.0,15.0,20.0,25.0,0.0,0.0,True,,,left_only
658,SO. ROBERTS RD,West,Dunkirk,2.0,0.0,4.0,1.0,115/13.8,12/16/20,6.0,2201.0,1972-05-02,115.0,13.8,0.0,12.0,16.0,20.0,0.0,0.0,True,6.7056000000000004,4.0,both
659,SO. WASHINGTON ST.,Central,Herkimer,0.0,1.0,1.0,1.0,46/13.8,0.5,2.0,1062.0,1994-06-09,46.0,13.8,0.0,0.5,0.0,0.0,0.0,0.0,True,,,left_only
660,SONORA WAY,,,,,,,,,,,,,,,,,,,,,2.195556,2.0,right_only
661,SORRELL HILL,Central,Van Buren,1.0,0.0,4.0,1.0,115/13.8,15/20/25,5.0,9121.0,1991-05-01,115.0,13.8,0.0,15.0,20.0,25.0,0.0,0.0,True,15.558312,4.0,both
662,SOUTH RANDOLPH,West,Randolph,0.0,1.0,1.0,1.0,34.5/4.8,1.5,2.0,331.0,2005-06-24,34.5,4.8,0.0,1.5,0.0,0.0,0.0,0.0,True,,,left_only
663,SOUTH ST,East,Saratoga Springs,0.0,2.0,3.0,1.0,34.4/13.8,10/12.5,5.0,2503.0,2002-01-01,34.4,13.8,0.0,10.0,12.5,0.0,0.0,0.0,True,,,left_only
664,SOUTH WELLSVILLE,West,Wellsville,0.0,3.0,3.0,1.0,34.5/4.8,3.75,6.0,1968.0,1974-01-01,34.5,4.8,0.0,3.75,0.0,0.0,0.0,0.0,True,,,left_only
665,SOUTHLAND,West,Somerset,0.0,1.0,1.0,1.0,34.5/4.8,3.75,2.0,622.0,1972-01-01,34.5,4.8,0.0,3.75,0.0,0.0,0.0,0.0,True,1.392,1.0,both
666,SOUTHWOOD,Central,Dewitt,1.0,0.0,4.0,1.0,110/13.8,12/16/20,5.0,6260.0,1966-01-01,110.0,13.8,0.0,12.0,16.0,20.0,0.0,0.0,True,13.934844,4.0,both
667,SPRINGFIELD,Central,Dewitt,0.0,2.0,5.0,1.0,34.5/4.16,5/6.25,7.0,3172.0,2007-09-01,34.5,4.16,0.0,5.0,6.25,0.0,0.0,0.0,True,2.9203200000000002,3.0,both
668,SPRINGFIELD,Central,Dewitt,0.0,2.0,5.0,1.0,34.5/4.16,5/6.25/7,0.0,3172.0,2007-09-01,34.5,4.16,0.0,5.0,6.25,7.0,0.0,0.0,True,2.9203200000000002,3.0,both
669,ST JOHNSVILLE,East,Saint Johnsville,2.0,0.0,2.0,1.0,115/13.8/4.8,5/5.6,4.0,2393.0,2008-07-14,115.0,13.8,4.8,5.0,5.6,0.0,0.0,0.0,True,,,left_only
670,ST JOHNSVILLE,East,Saint Johnsville,2.0,0.0,2.0,1.0,115/13.8/4.8,7.5/9.375,0.0,2393.0,2008-07-14,115.0,13.8,4.8,7.5,9.375,0.0,0.0,0.0,True,,,left_only
671,ST. REGIS,Central,Bombay,0.0,1.0,2.0,1.0,34.5/4.8,5,3.0,810.0,1984-01-01,34.5,4.8,0.0,5.0,0.0,0.0,0.0,0.0,True,,,left_only
672,STAR LAKE,Central,Clifton,0.0,1.0,2.0,1.0,34.5/4.8,3.75/5.25,3.0,1689.0,1971-10-15,34.5,4.8,0.0,3.75,5.25,0.0,0.0,0.0,True,,,left_only
673,STARR RD.,Central,Cortlandville,1.0,0.0,4.0,1.0,115/13.8,15/20/25,5.0,8321.0,1991-11-01,115.0,13.8,0.0,15.0,20.0,25.0,0.0,0.0,True,,,left_only
674,STATE STREET,Central,Canton,0.0,1.0,3.0,2.0,23/4.8,3/3.75,4.0,896.0,1954-01-01,23.0,4.8,0.0,3.0,3.75,0.0,0.0,0.0,True,,,left_only
675,STATION 150,West,Busti,2.0,0.0,3.0,1.0,115/13.8,15/20/25,5.0,5946.0,1991-05-20,115.0,13.8,0.0,15.0,20.0,25.0,0.0,0.0,True,,,left_only
676,STATION 159,West,Ellery,0.0,2.0,3.0,1.0,34.5/4.8,3.75/4.2,5.0,2069.0,1972-01-01,34.5,4.8,0.0,3.75,4.2,0.0,0.0,0.0,True,,,left_only
677,STATION 56,West,French Creek,0.0,1.0,1.0,1.0,34.5/13.8,3.75,2.0,537.0,1973-01-01,34.5,13.8,0.0,3.75,0.0,0.0,0.0,0.0,True,,,left_only
678,STEAMBURG,West,Coldspring,0.0,2.0,2.0,1.0,34.5/4.8,1.5,4.0,774.0,1952-01-01,34.5,4.8,0.0,1.5,0.0,0.0,0.0,0.0,True,,,left_only
679,STILES,Central,Van Buren,0.0,1.0,2.0,1.0,34.5/4.8,1.667/2.15,3.0,1076.0,1960-01-01,34.5,4.8,0.0,1.667,2.15,0.0,0.0,0.0,True,1.6271999999999998,2.0,both
680,STILES,Central,Van Buren,0.0,1.0,2.0,2.0,34.5/4.8,1.67/2.15,0.0,1076.0,1960-01-01,34.5,4.8,0.0,1.67,2.15,0.0,0.0,0.0,True,1.6271999999999998,2.0,both
681,STITTVILLE,Central,Marcy,2.0,0.0,2.0,1.0,115/13.8,7.5/10.5,4.0,3247.0,1973-04-05,115.0,13.8,0.0,7.5,10.5,0.0,0.0,0.0,True,,,left_only
682,STONER,East,Johnstown,2.0,0.0,4.0,1.0,115/13.8,12/16/20,6.0,3539.0,1994-01-01,115.0,13.8,0.0,12.0,16.0,20.0,0.0,0.0,True,,,left_only
683,STOW,West,North Harmony,0.0,2.0,1.0,1.0,34.5/4.8,2.5,3.0,1218.0,1988-01-01,34.5,4.8,0.0,2.5,0.0,0.0,0.0,0.0,True,,,left_only
684,STUVESANT,East,Stuyvesant,0.0,1.0,2.0,1.0,34.4/13.8,10,3.0,1601.0,1990-01-01,34.4,13.8,0.0,10.0,0.0,0.0,0.0,0.0,True,,,left_only
685,SUMMIT,East,Richmondville,1.0,1.0,1.0,1.0,69/23,7.5/8.4/10.5,3.0,944.0,1974-01-01,69.0,23.0,0.0,7.5,8.4,10.5,0.0,0.0,True,,,left_only
686,SUMMIT,East,Richmondville,1.0,1.0,1.0,1.0,69/4.8,7.5/8.4/10.5,0.0,944.0,1974-01-01,69.0,4.8,0.0,7.5,8.4,10.5,0.0,0.0,True,,,left_only
687,SUNDAY CREEK,Central,Webb,1.0,0.0,1.0,1.0,115/13.8,2.5/3.13,2.0,287.0,1986-01-01,115.0,13.8,0.0,2.5,3.13,0.0,0.0,0.0,True,,,left_only
688,SWAGGERTOWN RD,East,Glenville,2.0,0.0,3.0,1.0,115/13.8,12/16/22.4,5.0,5637.0,1969-01-01,115.0,13.8,0.0,12.0,16.0,22.4,0.0,0.0,True,,,left_only
689,SYCAWAY,East,Brunswick,2.0,0.0,6.0,1.0,115/13.8,12/16/22.4,8.0,7213.0,2011-11-01,115.0,13.8,0.0,12.0,16.0,22.4,0.0,0.0,True,,,left_only
690,SYCAWAY,East,Brunswick,2.0,0.0,6.0,1.0,115/13.8,15/20/25,0.0,7213.0,2011-11-01,115.0,13.8,0.0,15.0,20.0,25.0,0.0,0.0,True,,,left_only
691,TEALL AVE,Central,Salina,9.0,7.0,6.0,3.0,115/34.5,5/6.67,22.0,11355.0,2012-07-09,115.0,34.5,0.0,5.0,6.67,0.0,0.0,0.0,True,21.102444,6.0,both
692,TEALL AVE,Central,Salina,9.0,7.0,6.0,3.0,115/34.5,5/6.7,0.0,11355.0,2012-07-09,115.0,34.5,0.0,5.0,6.7,0.0,0.0,0.0,True,21.102444,6.0,both
693,TEALL AVE,Central,Salina,9.0,7.0,6.0,3.0,115/34.5,5/7,0.0,11355.0,2012-07-09,115.0,34.5,0.0,5.0,7.0,0.0,0.0,0.0,True,21.102444,6.0,both
694,TEALL AVE,Central,Salina,9.0,7.0,6.0,3.0,115/34.5,5/7.5,0.0,11355.0,2012-07-09,115.0,34.5,0.0,5.0,7.5,0.0,0.0,0.0,True,21.102444,6.0,both
695,TEALL AVE,Central,Salina,9.0,7.0,6.0,1.0,115/13.8,24/32/40,0.0,11355.0,2012-07-09,115.0,13.8,0.0,24.0,32.0,40.0,0.0,0.0,True,21.102444,6.0,both
696,TEMPLE ST.,Central,Syracuse,3.0,0.0,20.0,2.0,115/13.8,24/32/40/44.8,23.0,7941.0,1979-01-01,115.0,13.8,0.0,24.0,32.0,40.0,44.8,0.0,True,42.173868,20.0,both
697,TEMPLE ST.,Central,Syracuse,3.0,0.0,20.0,1.0,115/13.8,26.9/35.8/44.8,0.0,7941.0,1979-01-01,115.0,13.8,0.0,26.9,35.8,44.8,0.0,0.0,True,42.173868,20.0,both
698,TERMINA,Central,Utica,2.0,0.0,11.0,1.0,110/13.8,27/36/45,13.0,9934.0,1963-05-28,110.0,13.8,0.0,27.0,36.0,45.0,0.0,0.0,True,8.593068,4.0,both
699,TERMINA,Central,Utica,2.0,0.0,11.0,1.0,115/13.8,24/32/40,0.0,9934.0,1963-05-28,115.0,13.8,0.0,24.0,32.0,40.0,0.0,0.0,True,8.593068,4.0,both
700,THIRD ST,Central,Fulton,0.0,1.0,3.0,1.0,34.5/4.8,3.75/4.69,4.0,2515.0,1959-01-01,34.5,4.8,0.0,3.75,4.69,0.0,0.0,0.0,True,,,left_only
701,THOUSAND ISLANDS,Central,Clayton,1.0,0.0,6.0,2.0,115/13.8,15/20/25,7.0,10441.0,1989-01-01,115.0,13.8,0.0,15.0,20.0,25.0,0.0,0.0,True,,,left_only
702,TIBBETS AVE,East,Troy,0.0,3.0,3.0,1.0,34.5/4.16,5/6.25,6.0,2299.0,1954-01-01,34.5,4.16,0.0,5.0,6.25,0.0,0.0,0.0,True,,,left_only
703,TRINITY,East,Albany,4.0,0.0,14.0,2.0,115/13.8,33.6/44.8/56,18.0,13830.0,1972-01-01,115.0,13.8,0.0,33.6,44.8,56.0,0.0,0.0,True,5.280132,4.0,both
704,TRINITY,East,Albany,4.0,0.0,14.0,1.0,13.8/4.16,7.5/9.4,0.0,13830.0,1972-01-01,13.8,4.16,0.0,7.5,9.4,0.0,0.0,0.0,True,5.280132,4.0,both
705,TRUXTON,Central,Truxton,0.0,1.0,1.0,3.0,34.5/4.8,0.25,2.0,572.0,1970-01-01,34.5,4.8,0.0,0.25,0.0,0.0,0.0,0.0,True,,,left_only
706,TRUXTON,Central,Truxton,0.0,1.0,1.0,3.0,34.5/4.8,0.33,0.0,572.0,1970-01-01,34.5,4.8,0.0,0.33,0.0,0.0,0.0,0.0,True,,,left_only
707,TULLER HILL,Central,Virgil,1.0,0.0,1.0,1.0,115/13.8,5/6.25,2.0,394.0,1966-10-18,115.0,13.8,0.0,5.0,6.25,0.0,0.0,0.0,True,,,left_only
708,TULLY CENTER,Central,Tully,1.0,0.0,3.0,1.0,115/13.8,12/16/20,4.0,4553.0,1965-01-01,115.0,13.8,0.0,12.0,16.0,20.0,0.0,0.0,True,,,left_only
709,TURIN RD,Central,Lee,2.0,0.0,4.0,1.0,115/13.8,15/20/30,6.0,6653.0,1987-04-14,115.0,13.8,0.0,15.0,20.0,30.0,0.0,0.0,True,,,left_only
710,TWO MILE CREEK STATION,,,,,,,,,,,,,,,,,,,,,2.072532,4.0,right_only
711,UNION,Central,Black Brook,0.0,4.0,1.0,3.0,46/2.4,1.67,5.0,27.0,1992-01-01,46.0,2.4,0.0,1.67,0.0,0.0,0.0,0.0,True,,,left_only
712,UNION ST,East,Cambridge,0.0,1.0,3.0,1.0,34.4/13.8,7.5/9.375,4.0,3115.0,1996-01-01,34.4,13.8,0.0,7.5,9.375,0.0,0.0,0.0,True,,,left_only
713,UNIONVILLE,East,New Scotland,0.0,1.0,2.0,1.0,34.5/13.8,10/12.5,3.0,1960.0,1995-01-01,34.5,13.8,0.0,10.0,12.5,0.0,0.0,0.0,True,,,left_only
714,VAIL MILLS,East,Mayfield,2.0,0.0,3.0,1.0,115/13.8,12/16/20/22.4,5.0,8127.0,1972-08-25,115.0,13.8,0.0,12.0,16.0,20.0,22.4,0.0,True,,,left_only
715,VAIL MILLS,East,Mayfield,2.0,0.0,3.0,1.0,115/69/13.8,30/40/50,0.0,8127.0,1972-08-25,115.0,69.0,13.8,30.0,40.0,50.0,0.0,0.0,True,,,left_only
716,VAL KIN,East,Kinderhook,2.0,0.0,3.0,1.0,115/13.8,12/16/20/22.4,5.0,5524.0,1977-11-04,115.0,13.8,0.0,12.0,16.0,20.0,22.4,0.0,True,,,left_only
717,VALLEY,West,Great Valley,1.0,0.0,5.0,1.0,115/13.8,15/20/25,6.0,6184.0,1992-07-01,115.0,13.8,0.0,15.0,20.0,25.0,0.0,0.0,True,,,left_only
718,VALLEY,West,Great Valley,1.0,0.0,5.0,1.0,115/13.8,20/26.7/33.3,0.0,6184.0,1992-07-01,115.0,13.8,0.0,20.0,26.7,33.3,0.0,0.0,True,,,left_only
719,VALLEY SUBSTATION,Central,Herkimer,2.0,4.0,4.0,2.0,115/4.16,7.5/9.375,10.0,1809.0,1969-08-24,115.0,4.16,0.0,7.5,9.375,0.0,0.0,0.0,True,,,left_only
720,VALLEY SUBSTATION,Central,Herkimer,2.0,4.0,4.0,2.0,115/46,7.5/9.375,0.0,1809.0,1969-08-24,115.0,46.0,0.0,7.5,9.375,0.0,0.0,0.0,True,,,left_only
721,VALLEY SUBSTATION,Central,Herkimer,2.0,4.0,4.0,1.0,115/46,15/20/25,0.0,1809.0,1969-08-24,115.0,46.0,0.0,15.0,20.0,25.0,0.0,0.0,True,,,left_only
722,VANDALIA,West,Allegany,0.0,2.0,1.0,1.0,34.5/13.8,5,3.0,1133.0,2002-11-06,34.5,13.8,0.0,5.0,0.0,0.0,0.0,0.0,True,,,left_only
723,VOORHEESVILLE,East,Whitestown,2.0,0.0,3.0,1.0,115/13.8,15/20/25,5.0,5844.0,1993-01-01,115.0,13.8,0.0,15.0,20.0,25.0,0.0,0.0,True,,,left_only
724,W ALBION,West,Albion,0.0,2.0,2.0,1.0,34.5/13.8,3.75/4.63/5.25,4.0,975.0,2012-08-13,34.5,13.8,0.0,3.75,4.63,5.25,0.0,0.0,True,3.9511559999999997,2.0,both
725,W ALBION,West,Albion,0.0,2.0,2.0,1.0,34.5/13.8,5.6,0.0,975.0,2012-08-13,34.5,13.8,0.0,5.6,0.0,0.0,0.0,0.0,True,3.9511559999999997,2.0,both
726,W HAMLIN,West,Hamlin,2.0,0.0,4.0,1.0,115/13.8,20/26.7/33.3,6.0,7618.0,2008-06-05,115.0,13.8,0.0,20.0,26.7,33.3,0.0,0.0,True,18.132312,6.0,both
727,W. OLEAN,West,Olean,2.0,0.0,5.0,1.0,113/13.8,13.44/17.92/22.4,7.0,7825.0,1971-09-22,113.0,13.8,0.0,13.44,17.92,22.4,0.0,0.0,True,,,left_only
728,W. OLEAN,West,Olean,2.0,0.0,5.0,1.0,115/13.8,15/20/25,0.0,7825.0,1971-09-22,115.0,13.8,0.0,15.0,20.0,25.0,0.0,0.0,True,,,left_only
729,WALESVILLE,Central,Whitestown,1.0,0.0,3.0,1.0,115/13.8,15/20/25,4.0,5194.0,1993-12-12,115.0,13.8,0.0,15.0,20.0,25.0,0.0,0.0,True,,,left_only
730,WALMORE,West,Wheatfield,3.0,0.0,4.0,1.0,115/13.8,12/16/20,7.0,4976.0,1972-07-31,115.0,13.8,0.0,12.0,16.0,20.0,0.0,0.0,True,,,left_only
731,WARRENSBURG,East,Warrensburg,2.0,3.0,2.0,1.0,115/13.8,10/12.5,7.0,3660.0,1981-05-07,115.0,13.8,0.0,10.0,12.5,0.0,0.0,0.0,True,,,left_only
732,WARRENSBURG,East,Warrensburg,2.0,3.0,2.0,1.0,115/34.5,33.6/44.8/56,0.0,3660.0,1981-05-07,115.0,34.5,0.0,33.6,44.8,56.0,0.0,0.0,True,,,left_only
733,WATERPORT,West,Carlton,0.0,3.0,3.0,1.0,34.5/4.8,3.75,6.0,2052.0,1996-01-01,34.5,4.8,0.0,3.75,0.0,0.0,0.0,0.0,True,2.4032159999999996,3.0,both
734,WATT ST,East,Rotterdam,0.0,1.0,2.0,1.0,34.4/13.8,7.5/9.37/10.5,3.0,3658.0,1973-01-01,34.4,13.8,0.0,7.5,9.37,10.5,0.0,0.0,True,,,left_only
735,WEAVER ST,East,Schenectady,0.0,2.0,2.0,1.0,34.5/13.8,10/12.5,4.0,4969.0,1995-01-01,34.5,13.8,0.0,10.0,12.5,0.0,0.0,0.0,True,,,left_only
736,WEIBEL,East,Saratoga Springs,2.0,0.0,8.0,1.0,115/13.8,20/26/33,10.0,7184.0,2005-07-12,115.0,13.8,0.0,20.0,26.0,33.0,0.0,0.0,True,,,left_only
737,WEIBEL,East,Saratoga Springs,2.0,0.0,8.0,1.0,115/13.8,20/27/33,0.0,7184.0,2005-07-12,115.0,13.8,0.0,20.0,27.0,33.0,0.0,0.0,True,,,left_only
738,WELLS,East,Wells,0.0,2.0,1.0,1.0,23/4.8,2.5,3.0,903.0,1949-01-01,23.0,4.8,0.0,2.5,0.0,0.0,0.0,0.0,True,,,left_only
739,WEST ADAMS,Central,Adams,1.0,0.0,5.0,1.0,115/13.8,15/20/25,6.0,8611.0,1981-01-01,115.0,13.8,0.0,15.0,20.0,25.0,0.0,0.0,True,,,left_only
740,WEST CLEVELAND,Central,Constantia,0.0,1.0,1.0,3.0,34.5/13.8,0.5,2.0,777.0,2011-03-10,34.5,13.8,0.0,0.5,0.0,0.0,0.0,0.0,True,,,left_only
741,WEST HERKIMER,Central,Herkimer,0.0,1.0,1.0,1.0,46/13.8,5/6.25/7,2.0,1708.0,1971-01-01,46.0,13.8,0.0,5.0,6.25,7.0,0.0,0.0,True,,,left_only
742,WEST MONROE,Central,West Monroe,0.0,1.0,1.0,1.0,34.5/13.8,5/6.25/7,2.0,2242.0,1969-01-01,34.5,13.8,0.0,5.0,6.25,7.0,0.0,0.0,True,3.145956,1.0,both
743,WEST PORTLAND,West,Portland,0.0,1.0,1.0,3.0,34.5/0.48,1.67,2.0,113.0,1974-01-01,34.5,0.48,0.0,1.67,0.0,0.0,0.0,0.0,True,,,left_only
744,WEST SALAMANCA,West,Salamanca,0.0,3.0,1.0,1.0,34.5/4.8,1.5,4.0,384.0,1977-01-01,34.5,4.8,0.0,1.5,0.0,0.0,0.0,0.0,True,,,left_only
745,WEST VALLEY,West,Ashford,0.0,2.0,2.0,1.0,34.5/4.8,2.5,4.0,1283.0,1997-01-01,34.5,4.8,0.0,2.5,0.0,0.0,0.0,0.0,True,0.798384,1.0,both
746,WESTVALE,Central,Geddes,0.0,1.0,4.0,1.0,34.5/4.16,7.5,5.0,1818.0,2007-12-09,34.5,4.16,0.0,7.5,0.0,0.0,0.0,0.0,True,3.7023584000000005,4.0,both
747,WESTVILLE,Central,Westville,0.0,1.0,1.0,3.0,34.5/4.8,1.25,2.0,997.0,2010-03-19,34.5,4.8,0.0,1.25,0.0,0.0,0.0,0.0,True,,,left_only
748,WETHERSFIELD STATION,West,Wethersfield,0.0,1.0,2.0,2.0,34.5/4.8,1,3.0,641.0,2002-01-01,34.5,4.8,0.0,1.0,0.0,0.0,0.0,0.0,True,1.201632,2.0,both
749,WETZEL RD SUBSTATION,,,,,,,,,,,,,,,,,,,,,20.213687999999998,6.0,right_only
750,WHITAKER,Central,Volney,1.0,0.0,4.0,1.0,115/13.8,20/26/33,5.0,5887.0,1977-01-01,115.0,13.8,0.0,20.0,26.0,33.0,0.0,0.0,True,,,left_only
751,WHITE LAKE SUBSTATION,Central,Forestport,0.0,1.0,1.0,3.0,46/4.8,0.5,2.0,1028.0,1958-01-01,46.0,4.8,0.0,0.5,0.0,0.0,0.0,0.0,True,,,left_only
752,WHITEHALL,West,Whitehall,0.0,0.0,0.0,1.0,115/13.8,7.5,0.0,2984.0,1974-09-01,115.0,13.8,0.0,7.5,0.0,0.0,0.0,0.0,True,,,left_only
753,WHITESBORO,Central,Whitestown,0.0,4.0,3.0,1.0,46/4.16,5/6.25,7.0,2208.0,1960-01-01,46.0,4.16,0.0,5.0,6.25,0.0,0.0,0.0,True,,,left_only
